Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA
2023-11-14,Brasil Nbb,19:30,Pato,Bauru,2.69,1.45,151.5,1.88,1.79,4.5,1.94,1.77,l2Im2f56,0.3717472118959108,0.6896551724137931,0.5319148936170213,0.5586592178770949,0.06140238430970402,0.0,0.0,,,155.99200000000002,47.78047477788389,0.30630080246348457,119.94000000000001,24.185309590741237,0.20164506912407232,0.0,0.0,122.46000000000001,156.60000000000002,0.0,0.0,0.0,0.0,0.4235808737542604,0.03468098654320936,0.06480223870712293,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-14,Brasil Nbb,20:00,Corinthians Paulista,São Paulo,1.76,2.02,158.5,1.87,1.79,-2.5,2.01,1.72,WQ7h1EKC,0.5681818181818182,0.49504950495049505,0.53475935828877,0.5586592178770949,0.06323132313231339,0.0,0.0,,,,,,126.96399999999998,54.35797347215952,0.4281369007920318,0.0,0.0,0.0,81.12,0.0,0.0,0.0,1.0,0.09727394873465732,0.030911771855149643,0.10995226088155426,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-14,Eua Nba,00:00,Sacramento Kings,Cleveland Cavaliers,2.01,1.93,225.5,1.86,2.07,1.5,1.88,2.07,63SLmode,0.49751243781094534,0.5181347150259068,0.5376344086021505,0.48309178743961356,0.01564715283685203,0.4,0.8,,,202.56799999999998,28.202215693097585,0.13922344937550643,237.23200000000003,47.7038192391343,0.20108509492452237,202.30800000000002,237.77799999999996,221.54999999999998,261.96000000000004,0.0,0.0,0.0,0.0,0.028714996190316602,0.0755686636382569,0.0680254624938957,-1.56,-0.312,-3.2371794871794863,0.5645579297922635,0.4,-0.16455792979226347,2.340000000000001,0.46800000000000025,1.987179487179486,0.49656533069595027,0.5,0.003434669304049731
2023-11-14,Eua Nba,21:00,Charlotte Hornets,Miami Heat,2.21,1.56,226.5,1.87,1.79,1.5,2.03,1.66,MHuDjGRJ,0.45248868778280543,0.641025641025641,0.53475935828877,0.5586592178770949,0.09351432880844635,0.4,0.0,,,305.73,115.18913229988324,0.37676751480025916,214.724,62.740619059744695,0.2921919257267222,402.31000000000006,263.20199999999994,191.4,299.52,0.0,0.0,0.0,0.0,0.24382992454708532,0.030911771855149643,0.14180461194526967,-2.6,-0.52,-2.3269230769230766,0.31093295593295595,0.3,-0.010932955932955957,-0.5099999999999993,-0.10199999999999987,-5.490196078431381,0.33007823687439275,0.5,0.16992176312560725
2023-11-14,Eua Nba,21:00,Detroit Pistons,Atlanta Hawks,2.78,1.45,232.5,1.88,1.96,5.5,1.9,1.9,bRnnSuq2,0.3597122302158274,0.6896551724137931,0.5319148936170213,0.5102040816326531,0.04936740262962047,0.8,0.4,,,455.174,212.447009581213,0.46673801575048884,200.012,38.55708715657861,0.192773869350732,369.674,255.08199999999997,404.92,202.79999999999998,1.0,0.0,0.0,0.0,0.4446581650014696,0.029462782549439508,0.0,-2.95,-0.5900000000000001,-3.016949152542372,0.26345966923626957,0.2,-0.06345966923626956,2.29,0.458,0.9825327510917029,0.3952964767686206,0.5,0.10470352323137938
2023-11-14,Eua Nba,21:00,Philadelphia 76ers,Indiana Pacers,1.33,2.93,242.5,1.83,1.83,-7.5,2.01,1.68,0WQUjPL2,0.7518796992481203,0.341296928327645,0.5464480874316939,0.5464480874316939,0.09317662757576528,0.4,0.8,,,177.32199999999997,33.7004127571162,0.1900520677474662,261.772,98.31486723786999,0.37557442063272617,190.198,590.704,193.17,412.02000000000004,0.0,0.0,0.0,0.0,0.5311600234265147,0.0,0.1264743836268621,3.1400000000000006,0.6280000000000001,0.5254777070063694,0.5983144520968634,0.7,0.10168554790313655,-0.2500000000000009,-0.050000000000000176,-38.599999999999866,0.2819093901170428,0.3,0.018090609882957187
2023-11-14,Eua Nba,21:30,Brooklyn Nets,Orlando Magic,1.67,2.02,219.5,1.87,1.79,-3.5,2.01,1.68,fVFCvAYO,0.5988023952095809,0.49504950495049505,0.53475935828877,0.5586592178770949,0.09385190016007594,0.6,0.4,,,375.04,192.95726936293434,0.5144978385317148,265.58000000000004,66.873991581182,0.25180356796890574,295.418,286.926,139.74,219.65,0.0,0.0,0.0,0.0,0.13413949778606596,0.030911771855149643,0.1264743836268621,-1.0899999999999999,-0.21799999999999997,-3.073394495412844,0.48472923601861295,0.3,-0.18472923601861296,-1.3499999999999999,-0.26999999999999996,-3.7777777777777786,0.3866671121500513,0.4,0.013332887849948738
2023-11-14,Eua Nba,21:30,Oklahoma City Thunder,San Antonio Spurs,1.22,3.7,239.5,1.83,1.83,-10.5,2.09,1.63,ri2MnSsq,0.819672131147541,0.27027027027027023,0.5464480874316939,0.5464480874316939,0.08994240141781118,0.6,0.8,,,286.40999999999997,86.20416463257445,0.30098168580906554,369.58000000000004,75.6403215884227,0.20466562473191915,273.282,385.62,281.6,475.65000000000003,0.0,0.0,0.0,0.0,0.7128556168059504,0.0,0.17487587061602788,-0.399999999999999,-0.07999999999999981,-2.750000000000006,0.5430350577461974,0.5,-0.043035057746197425,1.0499999999999998,0.20999999999999996,12.85714285714286,0.21679666690924967,0.4,0.18320333309075035
2023-11-14,Eua Nba,22:00,New Orleans Pelicans,Dallas Mavericks,2.31,1.52,240.5,1.88,1.78,-4.5,2.08,1.33,rVSH6SHH,0.4329004329004329,0.6578947368421053,0.5319148936170213,0.5617977528089888,0.0907951697425382,0.6,0.8,,,266.78000000000003,88.54484852322014,0.33190212355956267,252.60600000000005,66.96678191461795,0.26510368682698726,190.34,251.19,282.71999999999997,236.64000000000001,0.0,0.0,0.0,0.0,0.2917046251370092,0.038639714818936965,0.3110440386451088,-2.05,-0.41,-3.1951219512195124,0.6458916817801366,0.5,-0.14589168178013656,2.1399999999999997,0.42799999999999994,1.2149532710280375,0.5565786787868022,0.5,-0.05657867878680223
2023-11-14,Eua Nba,23:00,Utah Jazz,Portland Trail Blazers,1.45,2.78,228.5,1.82,1.99,-6.5,2.07,1.75,dbxrfkYB,0.6896551724137931,0.3597122302158274,0.5494505494505494,0.5025125628140703,0.04936740262962047,1.0,1.0,,,295.242,71.99654415317445,0.24385603726154967,309.44199999999995,118.5614875075376,0.3831460742482844,292.76,639.632,215.83,432.3,0.0,0.0,0.0,0.0,0.4446581650014696,0.06310139254683099,0.1184681518218299,3.34,0.6679999999999999,0.6736526946107785,0.4007807600883703,0.3,-0.10078076008837034,-5.0,-1.0,-1.7799999999999998,0.24317495314247,0.2,-0.043174953142469996
